CHR,GAIN,AMPLI,LOSS,LOH
19q,0,0,0,11.88
20q,19.65,0,3.56,17.88
21q,0,0,0,0
22q,11.04,0,0,100
Yq,0,0,100,0
Xq,12.7,0,0,100
1p,0,0,99.93,0
2p,0,0,0,0
3p,0,0,0,52.8
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,100,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,99.63
16p,0,0,0,11.05
17p,0,0,0,0
18p,0,0,64.49,0
19p,0,0,0,0
20p,100,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,0,0,0,4.34
1q,98.13,0,0,2.86
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,100,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,99.97
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,99.79,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,99.99,0
19q,0,0,0,0
20q,100,0,0,0
21q,0,0,100,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0.4,0,0,7.91
1p,0,0,7.31,0
2p,1.88,0,0.89,0
3p,0,0,40.85,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,24.36,0
7p,0,0,1.68,0
8p,0,0,0,0
9p,0,0,100,0
10p,0,0,0,0
11p,0,0,0.71,12.18
12p,0,0,0,0
16p,1.36,0,0,11.71
17p,0,0,81.72,0
18p,0,0,0,0
19p,0,0,100,0
20p,0,0,100,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,0.51,0,13.06,0
2q,0,0,4.18,2.59
3q,0,0,0,0
4q,0,0,49.09,0
5q,0,0,36.8,1.94
6q,0,0,0.3,0
7q,0,0,4.54,2.86
8q,0,0,0,0
9q,0,0,99.21,0
10q,0,0,10.08,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,100,0
14q,0,0,0,0
15q,0,0,0,0
16q,2.09,0,4.6,0
17q,15.25,0,18.66,0
18q,0,0,99.99,0
19q,0,0,17.6,0
20q,86.25,0,0,0
21q,0,0,8.92,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,26.43,0
2p,0.39,0,0,0
3p,0.39,0,4.8,5.9
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,100,0,0,0
8p,11.73,0,87.85,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,4.82,0,0,9.5
17p,0,0,99.89,0
18p,0,0,0,0
19p,0,0,0,0
20p,3.77,0,75.53,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,1.74,0,0,2.75
2q,21.03,0,0,0
3q,0,0,0,2.44
4q,0,0,0,0
5q,0,0,0,0
6q,0.31,0,0,0
7q,5.97,0,94,0
8q,98.25,0,0,0
9q,0,0,0,0
10q,0.36,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,100,0,0,0
14q,0,0,98.92,0
15q,0,0,7.02,4.34
16q,0,0,0.84,0
17q,7.94,0,0,0
18q,0,0,87.54,0
19q,0,0,0,0
20q,93.12,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,65.68,0,0,0
2p,55.07,0,1.38,0
3p,46.81,0,44.09,0
4p,2.84,0,77.78,0
5p,99.94,0,0,6.77
6p,0,0,60.52,0
7p,0,0,0,0
8p,2.1,0,84.92,0
9p,0,0,100,0
10p,0,0,0,0
11p,0,0,67.62,0
12p,99.7,0,0,0
16p,38.29,0,2.94,0
17p,0,0,100,0
18p,0,0,0,0
19p,18.16,0,54.19,0
20p,3.38,0,1.45,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,100,0,2.69,0
1q,66.05,0,33.54,0
2q,18.12,0,20.3,0
3q,38.73,0,18.38,43.68
4q,81,0,6.95,0
5q,49.2,0,14.11,2.15
6q,0,0,0,0
7q,15.28,0,24.15,0
8q,31.9,0,0,0
9q,0,0,99.98,0
10q,31.29,0,3.48,6.15
11q,26.9,0,60.57,0
12q,100,0,0,0
13q,13.59,0,86.04,0
14q,47.07,0,8.63,0
15q,51.88,0,18.6,0
16q,0,0,100,0
17q,56.34,0,21.41,78.45
18q,39.02,0,0,0
19q,12.68,0,0,0
20q,97.5,0,0,0
21q,69.97,0,0,0
22q,80.64,0,0,0
Yq,0,0,0,0
Xq,100,0,0.88,0
1p,0,0,1.69,0
2p,0,0,100,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0.74,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,20.53,0
10p,0,0,0,0
11p,0,0,0,0
12p,48.05,0,0,0
16p,0,0,0,10.26
17p,0,0,100,99.89
18p,99.18,0,0,0
19p,1.58,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,99.93,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,51.48,0
3q,10.02,0,42.59,0
4q,0,0,0,0
5q,0,0,0,0
6q,19.36,0,0,0
7q,0,0,0,0
8q,0.94,0,0,0
9q,0,0,1.05,0
10q,0,0,0,0
11q,0,0,87.87,0
12q,0,0,0.44,0
13q,0,0,100,0
14q,0,0,0.67,0
15q,0,0,99.79,0
16q,0,0,0,0
17q,24.91,0,61.07,0
18q,0,0,0.77,0
19q,0,0,0,0
20q,0,0,0,0
21q,3.97,0,0,0
22q,5.31,0,0,0
Yq,0,0,100,0
Xq,0,0,0,0
1p,99.93,0,0,0
2p,91.86,0,0,0
3p,9.62,0,6.2,97.3
4p,100,0,0,0
5p,62.84,0,0.76,0
6p,91.78,0,0,4.9
7p,44.33,0,7.45,92.85
8p,3.36,0,10,10.6
9p,0,0,0,82.95
10p,77.27,0,0,0
11p,100,0,0,8.31
12p,99.63,0,0,0
16p,54.38,0,1.12,13.77
17p,0,0,0,99.89
18p,46.43,0,0,99.9
19p,20.02,0,19.64,0
20p,37.93,0,0,60.87
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,4.37,0,0,0
1q,21.61,0,9.6,0
2q,69.28,0,0,0
3q,73.85,0,0,0
4q,47.73,0,0.24,0
5q,4.29,0,0,4.47
6q,38.81,0,35.37,9.91
7q,52.92,0,0,3.02
8q,20.37,0,0,4.3
9q,0,0,0,96.12
10q,0.71,0,0,91.9
11q,44.86,0,0,0
12q,76.22,0,0,0
13q,46.27,0,0,0
14q,5.58,0,0,0
15q,0,0,0,96.65
16q,71.63,0,0,6.01
17q,61.52,0,3.86,98.18
18q,1.94,0,0,99.99
19q,71.5,0,0,0
20q,14.56,0,0,0
21q,63.02,0,36.92,0
22q,8.58,0,0,0
Yq,0,0,0,0
Xq,54.17,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,5.08
12p,0,0,0,0
16p,4.21,0,0,7.85
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,5.14
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,2.73
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,1.46,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,21.26,0,0,10
1p,99.93,0,0,0
2p,100,0,0,0
3p,100,0,0.46,0
4p,100,0,0,84.18
5p,0,0,0,0
6p,8.13,0,6.09,95.02
7p,100,0,0,0
8p,8.19,0,0,91.92
9p,94.95,0,5.01,73.24
10p,100,0,0,7.11
11p,100,0,0,0
12p,93.52,0,0,0
16p,100,0,0,18.24
17p,0,0,99.89,0
18p,0,0,0,99.9
19p,99.64,0,0,0
20p,0,0,0,100
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,95.68,0,0,0
1q,99.17,0,0,4.78
2q,100,0,0,0
3q,51.45,0,0,0
4q,99.92,0,0,61.4
5q,68.06,0,0,0
6q,47.13,0,15.84,56.31
7q,58.97,0,0,3.24
8q,99.71,0,0,2.58
9q,99.98,0,0,0
10q,39.27,0,0,0
11q,97.02,0,2.93,8.06
12q,70.02,0,25.55,5.68
13q,97.75,0,0,0
14q,98.92,0,0,0
15q,99.79,0,0,10.75
16q,99.5,0,0,0
17q,0,0,0,0
18q,0,0,0,99.99
19q,97.31,0,0,0
20q,99.81,0,0,0
21q,100,0,0,0
22q,87.02,0,0,47.36
Yq,0,0,0,0
Xq,99.69,0,0,0
1p,0,0,0,3.73
2p,0,0,0,0
3p,0,0,96.57,100
4p,0,0,0,0
5p,0,0,0,0
6p,47.45,0,28.35,0
7p,0,0,0,0
8p,2.85,0,66.89,0
9p,0,0,95.1,82.95
10p,0,0,86.8,0
11p,0,0,98.23,0
12p,0,0,99.7,0
16p,0,0,0,0
17p,0,0,46.26,0
18p,34.99,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,3.6
2q,0,0,0,1.81
3q,0,0,0.31,2.87
4q,0.65,0,0,0
5q,0,0,87.18,0
6q,0,0,98.16,0
7q,0,0,0,0
8q,48.3,0,0,4.34
9q,75.91,0,24.06,0
10q,0,0,100,0
11q,0,0,0,0
12q,0,0,33.08,0
13q,0,0,100,0
14q,0.42,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,58.23,0,37.14,41.83
18q,35.38,0,64.6,54.46
19q,1.19,0,89.98,0
20q,0,0,0,0
21q,98.41,0,1.56,0
22q,0,0,100,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,3.74,0,0,0
2p,0,0,0,0
3p,0.38,0,0,0
4p,0,0,0,0
5p,0,0,0,6.74
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,8.38
12p,0,0,0,0
16p,0,0,0,7.79
17p,0,0,6.34,12.34
18p,0,0,0,0
19p,46.13,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0.39,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,6.44
11q,0,0,0,0
12q,0,0,0,2.87
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,5.35
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,1.69,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,99.93,0
2p,0,0,0,4
3p,0,0,41.15,0
4p,6.56,0,0,0
5p,0.67,0,0,0
6p,0,0,0,4.4
7p,0,0,0,0
8p,30.89,0,0,67.79
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,16.41,0
12p,0,0,0,0
16p,0,0,61.13,7.79
17p,0,0,0,0
18p,0,0,100,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,7.11,0,0.65,11.06
1q,97.99,0,0,0
2q,0.29,0,16.19,4.68
3q,0,0,0.65,2.92
4q,0,0,0,1.87
5q,0,0,0,2.3
6q,0,0,0,0
7q,0,0,69.49,0
8q,100,0,0,7.92
9q,3.2,0,0,0
10q,0,0,18.41,0
11q,15.67,0,83.71,0
12q,0,0,0,0
13q,3.12,0,0,4.87
14q,0,0,0,0
15q,0.37,0,0,0
16q,0,0,100,0
17q,0,0,0,0
18q,0,0,99.99,0
19q,0,0,0,11.11
20q,0,0,0,8.56
21q,2.33,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,11.77,0,0,3.56
1p,87.04,0,10.76,5.16
2p,96.92,0,0,0
3p,82.18,0,2.9,100
4p,100,0,0,0
5p,99.94,0,0,10.35
6p,0,0,100,0
7p,100,0,0,0
8p,0,0,83.3,0
9p,100,0,0,5.71
10p,100,0,0,0
11p,25.52,0,74.45,0
12p,99.7,0,0,0
16p,92.42,0,7.57,11.71
17p,97.24,0,0,15.15
18p,0,0,100,0
19p,98.17,0,0,22.89
20p,100,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,99.91,0,0,4.86
1q,100,0,0,10.1
2q,100,0,0,4.8
3q,18.75,0,17.41,100
4q,99.92,0,0,0
5q,100,0,0,0
6q,0,0,100,0
7q,100,0,0,4.48
8q,38.95,0,0,0
9q,99.98,0,0,0
10q,100,0,0,0
11q,7.31,0,86.18,0
12q,100,0,0,4.97
13q,100,0,0,0
14q,1.87,0,59.94,0
15q,58.3,0,41.85,0
16q,14.38,0,80.75,0
17q,99.14,0,0,0
18q,0,0,99.99,0
19q,99.06,0,0,0
20q,57.8,0,0,0
21q,0,0,100,0
22q,0,0,37.79,7.39
Yq,0,0,0,0
Xq,71.29,0,0,15.07
1p,76.21,0,23.76,0
2p,0,0,0.4,0
3p,0,0,0,0
4p,1.3,0,8.52,0
5p,0.99,0,0,0
6p,0,0,0,0
7p,0,0,0.82,0
8p,0,0,0,0
9p,0,0,100,0
10p,0,0,100,0
11p,0,0,5.55,0
12p,0,0,99.7,0
16p,0,0,0,9.66
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,9.1,0,0,0
2q,0,0,12.65,0
3q,0,0,0.29,2.75
4q,0,0,0.41,1.9
5q,0,0,0.32,2.03
6q,0,0,0.38,0
7q,0.42,0,0,0
8q,0.59,0,0,2.57
9q,0,0,47.25,0
10q,0,0,100,0
11q,0,0,0,0
12q,0,0,100,0
13q,0,0,0,0
14q,0,0,98.92,0
15q,0,0,0.38,0
16q,0,0,1.01,0
17q,0.61,0,0,0
18q,0,0,0,0
19q,1.64,0,1.35,0
20q,0,0,2.03,0
21q,0,0,0,0
22q,0,0,1.97,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,3.96
4p,0,0,0,0
5p,0,0,0,0
6p,100,0,0.95,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,7.64
17p,1.94,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,2.85
4q,0,0,0,2.16
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,1.48,0,0,0
14q,0,0,0,0
15q,0,0,0,74.92
16q,0,0,0,0
17q,0.68,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,1.25,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,86.58,0,0.25,4.61
2p,96.92,0,0,0
3p,90.66,0,1.71,100
4p,100,0,0,6.07
5p,99.94,0,0,0
6p,0,0,100,0
7p,100,0,0,0
8p,0,0,76.14,0
9p,100,0,0,0
10p,100,0,0,0
11p,25.52,0,73.2,0
12p,99.42,0,0,0
16p,95.44,0,3.05,11.69
17p,100,0,0,15.06
18p,0,0,100,0
19p,100,0,0,0
20p,100,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,100,0,0,0
1q,100,0,0,2.58
2q,99.93,0,0,0
3q,76.36,0,10.88,100
4q,99.92,0,0,0
5q,100,0,0,0
6q,0,0,100,0
7q,100,0,0,4.37
8q,38.92,0,0,0
9q,99.98,0,0,0
10q,100,0,0,0
11q,7.6,0,75.55,11.24
12q,99.57,0,0,0
13q,99.68,0,0,0
14q,37.85,0,57.28,0
15q,58.3,0,41.15,4.15
16q,14.45,0,54.17,0
17q,100,0,0,0
18q,0,0,99.29,0
19q,100,0,0,0
20q,57.89,0,0,0
21q,0,0,99.68,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,82.39,0,0,3.48
1p,0,0,99.93,0
2p,0,0,0,0
3p,0.42,0,0.41,0
4p,0,0,100,0
5p,0,0,0,0
6p,0.55,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,74.01
10p,0,0,0,0
11p,1.4,0,0,0
12p,0,0,0,0
16p,0,0,0,10.55
17p,0,0,0,0
18p,2.95,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0.23,0
3q,0,0,0,0
4q,0,0,99.92,0
5q,0.24,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0.53,0,0,0
9q,0,0,0,0
10q,0.45,0,0,2.69
11q,0,0,0,0
12q,0,0,0,3.33
13q,4.66,0,0,0
14q,0,0,0,0
15q,0.65,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,99.97,0
20q,0.92,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,99.93
2p,100,0,0,0
3p,0.36,0,0.92,100
4p,0,0,0.64,0
5p,98.56,0,0,5.68
6p,100,0,0,16.29
7p,0,0,0,0
8p,0,0,46.65,99.57
9p,100,0,0,0
10p,100,0,0,0
11p,100,0,0,5.65
12p,0,0,0,99.63
16p,100,0,1.14,100
17p,0,0,0,99.89
18p,0,0,0,99.9
19p,0,0,0,100
20p,7.15,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,100,0,0,99.81
1q,79.65,0,0,18.33
2q,100,0,0,0
3q,2.95,0,0,96.83
4q,0,0,0,0
5q,7.36,0,0,19.3
6q,100,0,0,0
7q,100,0,0,0
8q,99.43,0,0,2.62
9q,99.98,0,0,0
10q,92.23,0,0,3.75
11q,0.7,0,0,100
12q,0,0,0,99.97
13q,95.68,0,0,0
14q,0,0,0.52,98.92
15q,0.78,0,0,0
16q,70.22,0,29.74,93.27
17q,22.6,0,0,74.88
18q,0,0,0,99.99
19q,99.97,0,0,0
20q,0,0,0,0
21q,100,0,0,0
22q,0,0,0,100
Yq,0,0,0,0
Xq,99.69,0,0,0
1p,0,0,95.4,0
2p,2.81,0,55.19,0
3p,0.46,0,97.74,0
4p,0,0,100,0
5p,0,0,0,0
6p,0.61,0,24.01,0
7p,0,0,0,0
8p,0,0,74.3,0
9p,0,0,74.36,0
10p,0,0,100,0
11p,15.66,0,0,0
12p,11.81,0,87.84,0
16p,0,0,6.49,0
17p,4.74,0,99.89,0
18p,0,0,0,0
19p,1.79,0,100,0
20p,0,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,0.61,0,11.94,8.66
1q,20.63,0,0,0
2q,0,0,5.08,0
3q,0,0,0,0
4q,0,0,99.92,0
5q,0,0,88.93,0
6q,0,0,8.68,0
7q,16.11,0,59.76,4.79
8q,0,0,0,0
9q,0,0,34.76,0
10q,0,0,100,0
11q,0,0,0,0
12q,0,0,74.79,0
13q,0,0,100,0
14q,5.15,0,49.34,0
15q,0,0,52.2,0
16q,0,0,100,0
17q,29.45,0,21.93,0
18q,0,0,48.69,0
19q,0,0,0,9.12
20q,0,0,0,0
21q,0,0,100,0
22q,0,0,100,0
Yq,0,0,0,0
Xq,25.2,0,0,10.35
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,100,0,0,97.43
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,100
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,4.72,7.79
17p,0,0,99.89,0
18p,0,0,0,0
19p,23.68,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,4.3,0
1q,0,0,0,0
2q,0,0,1.46,0
3q,0,0,0,0
4q,0,0,9.37,0
5q,0,0,0,0
6q,0,0,0,2.32
7q,0,0,0,0
8q,0,0,8.51,9.07
9q,0,0,0,0
10q,0,0,1.02,99.99
11q,0,0,0.53,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,1.15,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,100,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,100,0,0,3.95
2p,51.3,0,1.03,0
3p,79.21,0,6.4,20.84
4p,100,0,0,0
5p,99.94,0,0,0
6p,57.96,0,35.94,0
7p,100,0,0,0
8p,99.66,0,0,0
9p,20,0,0,78.02
10p,100,0,0,0
11p,9.67,0,22.1,54.81
12p,98.66,0,0,0
16p,96.23,0,0,9.66
17p,6.56,0,43.47,43.06
18p,93.69,0,5.07,0
19p,90.57,0,0,0
20p,100,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,100,0,0,9.25
1q,100,0,0,0
2q,100,0,0,2.59
3q,0,0,0,0
4q,15.97,0,0,0
5q,100,0,0,0
6q,100,0,0,0
7q,100,0,0,0
8q,98.66,0,0,0
9q,99.98,0,0,0
10q,4.3,0,66.33,21.21
11q,2.89,0,0,98.2
12q,18.31,0,7.59,78.03
13q,1.41,0,0,98.6
14q,18.26,0,0,0
15q,96.22,0,0,0
16q,0,0,32.61,100
17q,87.45,0,0,11.61
18q,83.27,0,0,18.07
19q,25.08,0,36.47,73.42
20q,100,0,0,0
21q,100,0,0,0
22q,89.61,0,0,0
Yq,0,0,0,0
Xq,99.06,0,0.63,6.07
1p,86.59,0,0,0
2p,100,0,0,0
3p,11.42,0,21.6,100
4p,0,0,3.84,100
5p,99.94,0,0,0
6p,100,0,0,68.07
7p,85.88,0,8.78,0
8p,0.99,0,7.97,99.57
9p,100,0,0,0
10p,0,0,59.44,100
11p,100,0,0,8.28
12p,99.7,0,0,0
16p,100,0,0,0
17p,100,0,0,99.89
18p,100,0,0,0
19p,0,0,38.01,100
20p,100,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,100,0,0,0
1q,75.48,0,0,0
2q,75.19,0,0,0
3q,100,0,0,3.88
4q,51.31,0,17.88,51.59
5q,0,0,1.15,100
6q,100,0,0,100
7q,85.81,0,4.5,15.35
8q,82.4,0,0,3.32
9q,0,0,0,96.12
10q,2.44,0,8.48,99.99
11q,51.91,0,0,50.22
12q,100,0,0,22.26
13q,0,0,26.86,100
14q,98.66,0,0,0
15q,58.44,0,0,77.81
16q,91.46,0,0,92.23
17q,100,0,0,100
18q,12.12,0,1.36,87.87
19q,100,0,0,0
20q,100,0,0,0
21q,50.05,0,38.08,100
22q,31.91,0,27.25,100
Yq,0,0,0,0
Xq,0,0,0,100
1p,0,0,2.29,35.84
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0.92,0,25.62,0
6p,0,0,1.4,0
7p,0,0,0,0
8p,20.71,0,71.73,0
9p,0,0,42.27,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,10.2
17p,0,0,0,0
18p,0,0,81.92,0
19p,0,0,0,0
20p,8.69,0,39.35,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,2.25,0
2q,0,0,18.83,0
3q,0,0,16.42,0
4q,30.12,0,0,0
5q,0,0,0,0
6q,0,0,100,0
7q,70.58,0,0,83.73
8q,0,0,72.1,0
9q,0,0,0,96.12
10q,37.18,0,43.77,0
11q,18.73,0,73.51,0
12q,0,0,0,0
13q,0,0,100,0
14q,0,0,35.77,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,100
18q,0.51,0,0,0
19q,0,0,58.01,0
20q,0,0,0,0
21q,13.55,0,0,0
22q,26.02,0,24,24.18
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,4.02,4.58
2p,97.21,0,0,0
3p,19.75,0,0,0
4p,0,0,0,0
5p,99.94,0,0,0
6p,70.57,0,0,0
7p,93.9,0,0,0
8p,99.66,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,99.63
16p,81.85,0,0,10.55
17p,0,0,99.62,0
18p,0,0,18.33,0
19p,60.1,0,0,0
20p,100,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,100,0,0,22.62
1q,0,0,0,0
2q,100,0,0,0
3q,0,0,0,0
4q,0.39,0,0,0
5q,100,0,0,0
6q,35.99,0,0,4.23
7q,57.56,0,0,0
8q,100,0,0,3.21
9q,0,0,0,0
10q,0,0,0.35,0
11q,0,0,0,3.39
12q,0,0,0,99.97
13q,100,0,0,0
14q,0,0,0.44,0
15q,0.4,0,0,0
16q,96.82,0,0,7.42
17q,100,0,0,0
18q,0,0,72.26,0
19q,98.11,0,0,0
20q,100,0,0,0
21q,96.15,0,0,0
22q,0,0,1.1,0
Yq,0,0,0,0
Xq,100,0,0,14.1
1p,3.91,0,0,2.56
2p,0,0,2.85,3.49
3p,0,0,0,5.97
4p,0,0,100,0
5p,0,0,0,0
6p,0,0,0,100
7p,100,0,0,0
8p,99.66,0,0,0
9p,0,0,0,7.21
10p,0,0,98.23,0
11p,0,0,0,0
12p,99.7,0,0,0
16p,0,0,0,9.69
17p,40.02,0,59.91,0
18p,0,0,0,0
19p,0,0,17.7,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,99.91,0
1q,99.17,0,0.48,0
2q,0,0,0.88,1.74
3q,0.36,0,4.27,5.78
4q,0,0,99.92,0
5q,0,0,0,0
6q,0,0,0,100
7q,100,0,0,0
8q,100,0,0,0
9q,0,0,1.14,0
10q,0,0,0,99.99
11q,0,0,0,3.38
12q,100,0,0,0
13q,22.02,0,70.94,51.9
14q,0,0,1.22,3.93
15q,0,0,99.79,0
16q,0,0,100,0
17q,100,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,1.41,0
22q,1.61,0,0,0
Yq,0,0,0,0
Xq,0,0,99.43,0
1p,76.29,0,23.69,75.86
2p,0,0,0,0
3p,0,0,80.85,0
4p,0,0,98.68,0
5p,0,0,0.84,0
6p,0,0,22.78,37.25
7p,0,0,100,0
8p,0,0,12.71,0
9p,0,0,0,0
10p,0,0,48.97,8.24
11p,0.75,0,0,0
12p,0,0,0,0
16p,0,0,100,0
17p,0,0,1.56,15.28
18p,0,0,0,0
19p,0,0,47.6,21.31
20p,0,0,1.23,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0.65,0,0,4.4
1q,100,0,0,64.61
2q,0,0,0.98,0
3q,0,0,0,0
4q,0,0,99.64,0
5q,0,0,100,0
6q,0.5,0,6.94,0
7q,0,0,3.16,0
8q,0,0,16,0
9q,0,0,1.62,0
10q,0,0,33.54,3.64
11q,0.86,0,11,0
12q,0,0,1.9,0
13q,19.99,0,11.63,75.72
14q,0,0,98.92,0
15q,0,0,5.52,0
16q,0,0,100,0
17q,0,0,0,0
18q,0,0,0.53,0
19q,0,0,8.56,0
20q,0,0,1.26,0
21q,0,0,1.39,0
22q,0,0,94.27,0
Yq,0,0,0,0
